neighbourhood,crime_type,year,population,crime_count,crime_rate
Elms-Old Rexdale,Burglary,2017,9818,12,122.2245
Elms-Old Rexdale,Burglary,2018,9897,7,70.7285
Elms-Old Rexdale,Burglary,2019,9968,10,100.321
Elms-Old Rexdale,Burglary,2020,10045,14,139.3728
Elms-Old Rexdale,Homicide,2014,9789,0,0.0
Elms-Old Rexdale,Homicide,2015,9754,0,0.0
Elms-Old Rexdale,Homicide,2016,9746,0,0.0
Elms-Old Rexdale,Homicide,2017,9818,2,20.37075
Elms-Old Rexdale,Homicide,2018,9897,0,0.0
Elms-Old Rexdale,Homicide,2019,9968,0,0.0
Elms-Old Rexdale,Homicide,2020,10045,0,0.0
Elms-Old Rexdale,Robbery,2014,9789,14,143.0177
Elms-Old Rexdale,Robbery,2016,9746,20,205.2124
Elms-Old Rexdale,Robbery,2017,9818,20,203.7075
Elms-Old Rexdale,Robbery,2018,9897,13,131.3529
Elms-Old Rexdale,Robbery,2019,9968,15,150.4815
Elms-Old Rexdale,Robbery,2020,10045,7,69.68641
Elms-Old Rexdale,Shootings,2014,9789,1,10.21555
Elms-Old Rexdale,Shootings,2015,9754,4,41.00882
Elms-Old Rexdale,Shootings,2016,9746,3,30.78186
Elms-Old Rexdale,Shootings,2017,9818,6,61.11224
Elms-Old Rexdale,Shootings,2018,9897,3,30.31222
Elms-Old Rexdale,Shootings,2019,9968,7,70.22471999999999
Elms-Old Rexdale,Shootings,2020,10045,0,0.0
Elms-Old Rexdale,Theft Over,2014,9789,1,10.21555
Elms-Old Rexdale,Theft Over,2015,9754,1,10.2522
Elms-Old Rexdale,Theft Over,2016,9746,0,0.0
Elms-Old Rexdale,Theft Over,2017,9818,2,20.37075
Elms-Old Rexdale,Theft Over,2018,9897,1,10.10407
Elms-Old Rexdale,Theft Over,2019,9968,4,40.128409999999995
Elms-Old Rexdale,Theft Over,2020,10045,2,19.9104
Englemount-Lawrence,Assault,2014,22912,80,349.162
Englemount-Lawrence,Assault,2015,22938,84,366.2046
Englemount-Lawrence,Assault,2016,23026,133,577.6079
Englemount-Lawrence,Assault,2017,23534,107,454.6613
Englemount-Lawrence,Assault,2018,24059,97,403.1755
Englemount-Lawrence,Assault,2019,24582,114,463.754
Englemount-Lawrence,Assault,2020,25089,103,410.5385
Englemount-Lawrence,Auto Theft,2014,22912,29,126.5712
Englemount-Lawrence,Auto Theft,2015,22938,22,95.91071
Englemount-Lawrence,Auto Theft,2016,23026,23,99.88708
Englemount-Lawrence,Auto Theft,2017,23534,33,140.2227
Englemount-Lawrence,Auto Theft,2018,24059,40,166.2579
Englemount-Lawrence,Auto Theft,2019,24582,23,93.5644
Englemount-Lawrence,Auto Theft,2020,25089,30,119.5743
Englemount-Lawrence,Burglary,2014,22912,44,192.0391
Englemount-Lawrence,Burglary,2015,22938,41,178.7427
Englemount-Lawrence,Burglary,2016,23026,57,247.5462
Englemount-Lawrence,Burglary,2017,23534,46,195.4619
Englemount-Lawrence,Burglary,2018,24059,52,216.1353
Englemount-Lawrence,Burglary,2019,24582,32,130.1766
Englemount-Lawrence,Burglary,2020,25089,34,135.5176
Englemount-Lawrence,Homicide,2014,22912,0,0.0
Englemount-Lawrence,Homicide,2015,22938,0,0.0
Englemount-Lawrence,Homicide,2016,23026,0,0.0
Englemount-Lawrence,Homicide,2017,23534,0,0.0
Englemount-Lawrence,Homicide,2018,24059,1,0.0
Englemount-Lawrence,Homicide,2019,24582,0,0.0
Englemount-Lawrence,Homicide,2020,25089,1,3.985811
Englemount-Lawrence,Robbery,2014,22912,31,135.3003
Englemount-Lawrence,Robbery,2016,23026,39,169.3737
Englemount-Lawrence,Robbery,2017,23534,23,97.73094
Englemount-Lawrence,Robbery,2018,24059,10,41.56449
Englemount-Lawrence,Robbery,2019,24582,15,61.02026
Englemount-Lawrence,Robbery,2020,25089,24,95.65945
Englemount-Lawrence,Shootings,2014,22912,3,13.09358
Englemount-Lawrence,Shootings,2015,22938,6,26.15747
Englemount-Lawrence,Shootings,2016,23026,14,60.800830000000005
Englemount-Lawrence,Shootings,2017,23534,4,16.99669
Englemount-Lawrence,Shootings,2018,24059,8,33.25159
Englemount-Lawrence,Shootings,2019,24582,12,48.81621
Englemount-Lawrence,Shootings,2020,25089,11,43.84391
Englemount-Lawrence,Theft Over,2014,22912,4,17.4581
Englemount-Lawrence,Theft Over,2015,22938,2,8.719156
Englemount-Lawrence,Theft Over,2016,23026,7,30.40042
Englemount-Lawrence,Theft Over,2017,23534,10,42.49171
Englemount-Lawrence,Theft Over,2018,24059,7,29.09514
Englemount-Lawrence,Theft Over,2019,24582,7,28.47612
Englemount-Lawrence,Theft Over,2020,25089,8,31.88648
Eringate-Centennial-West Deane,Assault,2014,19190,59,307.4518
Eringate-Centennial-West Deane,Assault,2015,19120,65,339.9582
Eringate-Centennial-West Deane,Assault,2016,19096,63,329.912
Eringate-Centennial-West Deane,Assault,2017,19281,58,300.8143
Eringate-Centennial-West Deane,Assault,2018,39046,36,184.3979
Eringate-Centennial-West Deane,Assault,2019,19718,45,228.2179
Eringate-Centennial-West Deane,Assault,2020,19924,42,210.801
Eringate-Centennial-West Deane,Auto Theft,2014,19190,27,140.6983
Eringate-Centennial-West Deane,Auto Theft,2015,19120,24,125.523
Eringate-Centennial-West Deane,Auto Theft,2016,19096,30,157.101
Eringate-Centennial-West Deane,Auto Theft,2017,19281,29,150.4071
Eringate-Centennial-West Deane,Auto Theft,2018,39046,27,138.2984
Eringate-Centennial-West Deane,Auto Theft,2019,19718,41,207.9318
Eringate-Centennial-West Deane,Auto Theft,2020,19924,50,250.9536
Eringate-Centennial-West Deane,Burglary,2014,19190,40,208.4419
Eringate-Centennial-West Deane,Burglary,2015,19120,28,146.4435
Eringate-Centennial-West Deane,Burglary,2016,19096,28,146.6276
Eringate-Centennial-West Deane,Burglary,2017,19281,18,93.35616
Eringate-Centennial-West Deane,Burglary,2018,39046,33,169.0314
Eringate-Centennial-West Deane,Burglary,2019,19718,20,101.4302
Eringate-Centennial-West Deane,Burglary,2020,19924,12,60.22886999999999
Eringate-Centennial-West Deane,Homicide,2014,19190,0,0.0
Eringate-Centennial-West Deane,Homicide,2015,19120,0,0.0
Eringate-Centennial-West Deane,Homicide,2016,19096,0,0.0
Eringate-Centennial-West Deane,Homicide,2017,19281,0,0.0
Eringate-Centennial-West Deane,Homicide,2018,39046,2,5.122164
Eringate-Centennial-West Deane,Homicide,2019,19718,1,5.071508000000001
Eringate-Centennial-West Deane,Homicide,2020,19924,0,0.0
Eringate-Centennial-West Deane,Robbery,2014,19190,18,93.79885
Eringate-Centennial-West Deane,Robbery,2016,19096,14,73.31378000000001
Eringate-Centennial-West Deane,Robbery,2017,19281,18,93.35616
Eringate-Centennial-West Deane,Robbery,2018,39046,11,56.3438
Eringate-Centennial-West Deane,Robbery,2019,19718,11,55.78659
Eringate-Centennial-West Deane,Robbery,2020,19924,19,95.36237
Eringate-Centennial-West Deane,Shootings,2014,19190,0,0.0
Eringate-Centennial-West Deane,Shootings,2015,19120,4,20.9205
Eringate-Centennial-West Deane,Shootings,2016,19096,3,15.7101
Eringate-Centennial-West Deane,Shootings,2017,19281,3,15.55936
Eringate-Centennial-West Deane,Shootings,2018,39046,3,15.36649
Eringate-Centennial-West Deane,Shootings,2019,19718,2,10.14302
Eringate-Centennial-West Deane,Shootings,2020,19924,4,20.07629
Eringate-Centennial-West Deane,Theft Over,2014,19190,6,31.26628
Eringate-Centennial-West Deane,Theft Over,2015,19120,4,20.9205
Eringate-Centennial-West Deane,Theft Over,2016,19096,4,20.94679
Eringate-Centennial-West Deane,Theft Over,2017,19281,2,10.37291
Eringate-Centennial-West Deane,Theft Over,2018,39046,4,20.48866
Eringate-Centennial-West Deane,Theft Over,2019,19718,4,20.28603
Eringate-Centennial-West Deane,Theft Over,2020,19924,4,20.07629
Etobicoke West Mall,Assault,2014,11864,43,362.441
Etobicoke West Mall,Assault,2015,12019,59,490.8894
Etobicoke West Mall,Assault,2016,12216,47,384.7413
Etobicoke West Mall,Assault,2017,12421,52,418.6458
Etobicoke West Mall,Assault,2018,12639,45,356.0408
Etobicoke West Mall,Assault,2019,12850,50,389.1051
Etobicoke West Mall,Assault,2020,13072,63,481.9461
Etobicoke West Mall,Auto Theft,2014,11864,11,92.71747
Etobicoke West Mall,Auto Theft,2015,12019,14,116.4822
Etobicoke West Mall,Auto Theft,2016,12216,15,122.7898
Etobicoke West Mall,Auto Theft,2017,12421,9,72.45793
Etobicoke West Mall,Auto Theft,2018,12639,9,71.20817
Etobicoke West Mall,Auto Theft,2019,12850,12,93.38522
Etobicoke West Mall,Auto Theft,2020,13072,10,76.49939
Etobicoke West Mall,Burglary,2014,11864,25,210.7215
Etobicoke West Mall,Burglary,2015,12019,25,208.004
Etobicoke West Mall,Burglary,2016,12216,14,114.6038
Etobicoke West Mall,Burglary,2017,12421,8,64.40705
Etobicoke West Mall,Burglary,2018,12639,16,126.5923
Etobicoke West Mall,Burglary,2019,12850,8,62.256809999999994
Etobicoke West Mall,Burglary,2020,13072,13,99.4492
Etobicoke West Mall,Homicide,2014,11864,1,8.428860418071482
Etobicoke West Mall,Homicide,2015,12019,0,0.0
Etobicoke West Mall,Homicide,2016,12216,1,8.185986
Etobicoke West Mall,Homicide,2017,12421,0,0.0
Etobicoke West Mall,Homicide,2018,12639,0,15.82404
Etobicoke West Mall,Homicide,2019,12850,2,15.5642
Etobicoke West Mall,Homicide,2020,13072,1,7.649939
Etobicoke West Mall,Robbery,2014,11864,10,84.2886
Etobicoke West Mall,Robbery,2016,12216,4,32.74394
Etobicoke West Mall,Robbery,2017,12421,5,40.25441
Etobicoke West Mall,Robbery,2018,12639,4,31.64807
Etobicoke West Mall,Robbery,2019,12850,11,85.60311
Etobicoke West Mall,Robbery,2020,13072,10,76.49939
Etobicoke West Mall,Shootings,2014,11864,1,8.428861
Etobicoke West Mall,Shootings,2015,12019,4,33.280640000000005
Etobicoke West Mall,Shootings,2016,12216,2,16.37197
Etobicoke West Mall,Shootings,2017,12421,1,8.050881
Etobicoke West Mall,Shootings,2018,12639,3,23.73606
Etobicoke West Mall,Shootings,2019,12850,3,23.3463
Etobicoke West Mall,Shootings,2020,13072,6,45.89963
Etobicoke West Mall,Theft Over,2014,11864,0,0.0
Etobicoke West Mall,Theft Over,2015,12019,3,24.96048
Etobicoke West Mall,Theft Over,2016,12216,0,0.0
Etobicoke West Mall,Theft Over,2017,12421,4,32.20353
Etobicoke West Mall,Theft Over,2018,12639,3,23.73606
Etobicoke West Mall,Theft Over,2019,12850,6,46.692609999999995
Etobicoke West Mall,Theft Over,2020,13072,7,53.54957
Flemingdon Park,Assault,2014,22570,129,571.5552
Flemingdon Park,Assault,2015,22563,148,655.9412
Flemingdon Park,Assault,2016,22649,156,688.7722
Flemingdon Park,Assault,2017,22836,123,538.6232
Flemingdon Park,Assault,2018,23074,144,624.0790000000001
Flemingdon Park,Assault,2019,23279,151,648.6533
Flemingdon Park,Assault,2020,23505,124,527.5473
Flemingdon Park,Auto Theft,2014,22570,8,35.44528
Flemingdon Park,Auto Theft,2015,22563,7,31.02424
Flemingdon Park,Auto Theft,2016,22649,4,17.66082
Flemingdon Park,Auto Theft,2017,22836,12,52.54861
Flemingdon Park,Auto Theft,2018,23074,8,34.67106
Flemingdon Park,Auto Theft,2019,23279,8,34.36574
Flemingdon Park,Auto Theft,2020,23505,15,63.81621
Flemingdon Park,Burglary,2014,22570,50,221.533
Flemingdon Park,Burglary,2015,22563,20,88.64069
Flemingdon Park,Burglary,2016,22649,14,61.81289
Flemingdon Park,Burglary,2017,22836,12,52.54861
Flemingdon Park,Burglary,2018,23074,14,60.67435
Flemingdon Park,Burglary,2019,23279,16,68.73148
Flemingdon Park,Burglary,2020,23505,11,46.79855
Flemingdon Park,Homicide,2014,22570,1,4.4306601683650895
Flemingdon Park,Homicide,2015,22563,0,0.0
Flemingdon Park,Homicide,2016,22649,0,0.0
Flemingdon Park,Homicide,2017,22836,0,0.0
Flemingdon Park,Homicide,2018,23074,0,0.0
Flemingdon Park,Homicide,2019,23279,0,0.0
Flemingdon Park,Homicide,2020,23505,0,0.0
Flemingdon Park,Robbery,2014,22570,26,115.1972
Flemingdon Park,Robbery,2016,22649,24,105.9649
Flemingdon Park,Robbery,2017,22836,20,87.58100999999999
Flemingdon Park,Robbery,2018,23074,16,69.34212
Flemingdon Park,Robbery,2019,23279,13,55.84432
Flemingdon Park,Robbery,2020,23505,5,21.272070000000003
Flemingdon Park,Shootings,2014,22570,5,22.1533
Flemingdon Park,Shootings,2015,22563,5,22.16017
Flemingdon Park,Shootings,2016,22649,8,35.32165
Flemingdon Park,Shootings,2017,22836,5,21.89525
Flemingdon Park,Shootings,2018,23074,6,26.00329
Flemingdon Park,Shootings,2019,23279,9,38.66145
Flemingdon Park,Shootings,2020,23505,13,55.30738
Flemingdon Park,Theft Over,2014,22570,9,39.87594
Flemingdon Park,Theft Over,2015,22563,3,13.2961
Flemingdon Park,Theft Over,2016,22649,3,13.24562
Flemingdon Park,Theft Over,2017,22836,4,17.5162
Flemingdon Park,Theft Over,2018,23074,1,4.333882
Flemingdon Park,Theft Over,2019,23279,3,12.88715
Flemingdon Park,Theft Over,2020,23505,2,8.508828
Forest Hill North,Assault,2014,13065,31,237.2752
Forest Hill North,Assault,2015,13097,33,251.9661
Forest Hill North,Assault,2016,13182,31,235.1692
Forest Hill North,Assault,2017,13279,44,331.3503
Forest Hill North,Assault,2018,13388,39,291.3056
Forest Hill North,Assault,2019,13487,41,303.9964
Forest Hill North,Assault,2020,13588,41,301.7368
Forest Hill North,Auto Theft,2014,13065,12,91.84845
Forest Hill North,Auto Theft,2015,13097,14,106.8947
Forest Hill North,Auto Theft,2016,13182,7,53.102709999999995
Forest Hill North,Auto Theft,2017,13279,11,82.83756
Forest Hill North,Auto Theft,2018,13388,23,171.7956
Forest Hill North,Auto Theft,2019,13487,27,200.1928
Forest Hill North,Auto Theft,2020,13588,40,294.3774
Forest Hill North,Burglary,2014,13065,38,290.8534
Forest Hill North,Burglary,2015,13097,36,274.8721
Forest Hill North,Burglary,2016,13182,19,144.1359
Forest Hill North,Burglary,2017,13279,46,346.4116
Forest Hill North,Burglary,2018,13388,42,313.7138
Forest Hill North,Burglary,2019,13487,38,281.7528
Forest Hill North,Burglary,2020,13588,45,331.1746
Forest Hill North,Homicide,2014,13065,0,0.0
Forest Hill North,Homicide,2015,13097,0,0.0
Forest Hill North,Homicide,2016,13182,0,0.0
Forest Hill North,Homicide,2017,13279,0,0.0
Forest Hill North,Homicide,2018,13388,0,0.0
Forest Hill North,Homicide,2019,13487,0,0.0
Forest Hill North,Homicide,2020,13588,0,0.0
Forest Hill North,Robbery,2014,13065,8,61.2323
Forest Hill North,Robbery,2016,13182,9,68.27492
Forest Hill North,Robbery,2017,13279,9,67.77619
Forest Hill North,Robbery,2018,13388,16,119.51
Forest Hill North,Robbery,2019,13487,22,163.12
Forest Hill North,Robbery,2020,13588,16,117.751
Forest Hill North,Shootings,2014,13065,0,0.0
Forest Hill North,Shootings,2015,13097,0,0.0
Forest Hill North,Shootings,2016,13182,0,0.0
Forest Hill North,Shootings,2017,13279,0,0.0
Forest Hill North,Shootings,2018,13388,1,7.469376
Forest Hill North,Shootings,2019,13487,1,7.414547
Forest Hill North,Shootings,2020,13588,0,0.0
Forest Hill North,Theft Over,2014,13065,3,22.96211
Forest Hill North,Theft Over,2015,13097,4,30.54135
Forest Hill North,Theft Over,2016,13182,2,15.1722
Forest Hill North,Theft Over,2017,13279,3,22.59206
Forest Hill North,Theft Over,2018,13388,0,0.0
Forest Hill North,Theft Over,2019,13487,3,22.24364
Forest Hill North,Theft Over,2020,13588,7,51.51604
Forest Hill South,Assault,2014,11135,20,179.6138
Forest Hill South,Assault,2015,11074,11,99.33177
Forest Hill South,Assault,2016,11050,10,90.49773
Forest Hill South,Assault,2017,11395,20,175.5156
Forest Hill South,Assault,2018,11747,19,161.7434
Forest Hill South,Assault,2019,12109,27,222.9746
Forest Hill South,Assault,2020,12450,25,200.8032
Forest Hill South,Auto Theft,2014,11135,5,44.903459999999995
Forest Hill South,Auto Theft,2015,11074,12,108.3619
Forest Hill South,Auto Theft,2016,11050,9,81.44797
Forest Hill South,Auto Theft,2017,11395,12,105.3093
Forest Hill South,Auto Theft,2018,11747,23,195.7947
Forest Hill South,Auto Theft,2019,12109,20,165.1664
Forest Hill South,Auto Theft,2020,12450,37,297.1888
Forest Hill South,Burglary,2014,11135,48,431.0732
Forest Hill South,Burglary,2015,11074,18,162.5429
Forest Hill South,Burglary,2016,11050,29,262.4435
Forest Hill South,Burglary,2017,11395,67,587.9772
Forest Hill South,Burglary,2018,11747,42,357.5381
Forest Hill South,Burglary,2019,12109,35,289.0412
Forest Hill South,Burglary,2020,12450,33,265.0602
Forest Hill South,Homicide,2014,11135,0,0.0
Forest Hill South,Homicide,2015,11074,0,0.0
Forest Hill South,Homicide,2016,11050,0,0.0
Forest Hill South,Homicide,2017,11395,0,0.0
Forest Hill South,Homicide,2018,11747,0,0.0
Forest Hill South,Homicide,2019,12109,0,0.0
Forest Hill South,Homicide,2020,12450,0,0.0
Forest Hill South,Robbery,2014,11135,1,8.980692
Forest Hill South,Robbery,2016,11050,2,18.09955
Forest Hill South,Robbery,2017,11395,5,43.878890000000006
Forest Hill South,Robbery,2018,11747,8,68.10249
Forest Hill South,Robbery,2019,12109,15,123.8748
Forest Hill South,Robbery,2020,12450,5,40.16064
Forest Hill South,Shootings,2014,11135,0,0.0
Forest Hill South,Shootings,2015,11074,0,0.0
Forest Hill South,Shootings,2016,11050,0,0.0
Forest Hill South,Shootings,2017,11395,1,8.775779
Forest Hill South,Shootings,2018,11747,0,0.0
Forest Hill South,Shootings,2019,12109,0,0.0
Forest Hill South,Shootings,2020,12450,0,0.0
Forest Hill South,Theft Over,2014,11135,5,44.903459999999995
Forest Hill South,Theft Over,2015,11074,5,45.1508
Forest Hill South,Theft Over,2016,11050,5,45.24887
Forest Hill South,Theft Over,2017,11395,8,70.20623
Forest Hill South,Theft Over,2018,11747,2,17.02562
Forest Hill South,Theft Over,2019,12109,4,33.03328
Forest Hill South,Theft Over,2020,12450,6,48.19277
Glenfield-Jane Heights,Assault,2014,31794,286,899.5408
Glenfield-Jane Heights,Assault,2015,31550,298,944.5325
Glenfield-Jane Heights,Assault,2016,31398,301,958.6598
Glenfield-Jane Heights,Assault,2017,31781,272,855.8573
Glenfield-Jane Heights,Assault,2018,32222,293,909.3166
Glenfield-Jane Heights,Assault,2019,32621,339,1039.208
Glenfield-Jane Heights,Assault,2020,33031,279,844.6611
Glenfield-Jane Heights,Auto Theft,2014,31794,44,138.3909
Glenfield-Jane Heights,Auto Theft,2015,31550,50,158.4786
Glenfield-Jane Heights,Auto Theft,2016,31398,62,197.4648
Glenfield-Jane Heights,Auto Theft,2017,31781,49,154.1802
Glenfield-Jane Heights,Auto Theft,2018,32222,67,207.9325
Glenfield-Jane Heights,Auto Theft,2019,32621,83,254.4373
Glenfield-Jane Heights,Auto Theft,2020,33031,124,375.4049
Glenfield-Jane Heights,Burglary,2014,31794,36,113.2289
Glenfield-Jane Heights,Burglary,2015,31550,36,114.1046
Glenfield-Jane Heights,Burglary,2016,31398,30,95.54749
Glenfield-Jane Heights,Burglary,2017,31781,42,132.1544
Glenfield-Jane Heights,Burglary,2018,32222,38,117.9318
Glenfield-Jane Heights,Burglary,2019,32621,36,110.3584
Glenfield-Jane Heights,Burglary,2020,33031,49,148.3455
Glenfield-Jane Heights,Homicide,2014,31794,0,0.0
Glenfield-Jane Heights,Homicide,2015,31550,0,0.0
Glenfield-Jane Heights,Homicide,2016,31398,1,3.184916
Glenfield-Jane Heights,Homicide,2017,31781,3,9.439602
Glenfield-Jane Heights,Homicide,2018,32222,0,6.206939
Glenfield-Jane Heights,Homicide,2019,32621,2,6.1310199999999995
Glenfield-Jane Heights,Homicide,2020,33031,1,3.027459
Glenfield-Jane Heights,Robbery,2014,31794,42,132.1004
Glenfield-Jane Heights,Robbery,2016,31398,66,210.2045
Glenfield-Jane Heights,Robbery,2017,31781,51,160.4732
Glenfield-Jane Heights,Robbery,2018,32222,48,148.9665
Glenfield-Jane Heights,Robbery,2019,32621,47,144.079
Glenfield-Jane Heights,Robbery,2020,33031,49,148.3455
Glenfield-Jane Heights,Shootings,2014,31794,8,25.16198
Glenfield-Jane Heights,Shootings,2015,31550,16,50.71315
Glenfield-Jane Heights,Shootings,2016,31398,21,66.88324
Glenfield-Jane Heights,Shootings,2017,31781,20,62.93068
Glenfield-Jane Heights,Shootings,2018,32222,24,74.48326999999999
Glenfield-Jane Heights,Shootings,2019,32621,30,91.9653
Glenfield-Jane Heights,Shootings,2020,33031,34,102.9336
Glenfield-Jane Heights,Theft Over,2014,31794,7,22.01673
Glenfield-Jane Heights,Theft Over,2015,31550,7,22.187
Glenfield-Jane Heights,Theft Over,2016,31398,9,28.66425
Glenfield-Jane Heights,Theft Over,2017,31781,7,22.02574
Glenfield-Jane Heights,Theft Over,2018,32222,11,34.13817
Glenfield-Jane Heights,Theft Over,2019,32621,12,36.78612
Glenfield-Jane Heights,Theft Over,2020,33031,19,57.521719999999995
Greenwood-Coxwell,Assault,2014,14785,103,696.6519999999999
Greenwood-Coxwell,Assault,2015,14833,132,889.9077
Greenwood-Coxwell,Assault,2016,14921,96,643.3885
Greenwood-Coxwell,Assault,2017,15052,74,491.629
Greenwood-Coxwell,Assault,2018,15208,118,775.9074
Greenwood-Coxwell,Assault,2019,15342,122,795.2027
Greenwood-Coxwell,Assault,2020,15470,114,736.9102
Greenwood-Coxwell,Auto Theft,2014,14785,14,94.69057
Greenwood-Coxwell,Auto Theft,2015,14833,17,114.6093
Greenwood-Coxwell,Auto Theft,2016,14921,13,87.12553
Greenwood-Coxwell,Auto Theft,2017,15052,12,79.72363
Greenwood-Coxwell,Auto Theft,2018,15208,18,118.3588
Greenwood-Coxwell,Auto Theft,2019,15342,27,175.9875
Greenwood-Coxwell,Auto Theft,2020,15470,29,187.4596
Greenwood-Coxwell,Burglary,2014,14785,48,324.6534
